CODE	GEO	Year	National_monu	Nature_heri	Intangi_heri	World_heri_sites	Intangi_UNESCO_heri	Museums	Theatres	Libraries	Cult_crea_enterprises	Cult_employ	Ministry_of_cult	Local_cult_author	Regul_framework	interministr_coop	DMO_impact_manag	Cult_manag_plan	Job_creation	Small_enterpr_growth	Assist_and_subs	Tax_status	Cult_exp_capita	Administr_coop	Publi_priva_coop	Publi_NGO_coop	Cult_strat_doc	Cult_particip_prom
29	Dendermonde	2007	213	0	1	2	0	91.909.653	45.954.826	183.819.306	N/A	N/A	1	1	1	1	1	1	1	1	1	1	152.71	1	1	1	1	1
29	Dendermonde	2008	213	0	1	2	1	91.722.082	45.861.041	183.444.164	38	5.939.004.815	1	1	1	1	1	1	1	1	1	1	584.89	1	1	1	1	1
29	Dendermonde	2009	213	0	1	2	1	91.051.877	45.525.938	159.340.784	39	5.781.794.177	1	1	1	1	1	1	1	1	1	1	172.31	1	1	1	1	1
29	Dendermonde	2010	213	0	1	2	1	90.713.233	45.356.616	158.748.157	44	5.760.290.282	1	1	1	1	1	1	1	1	1	1	178.18	1	1	1	1	1
29	Dendermonde	2011	215	0	1	2	1	90.381.183	45.190.591	15.816.707	39	5.377.680.367	1	1	1	1	1	1	1	1	1	1	422.91	1	1	1	1	1
29	Dendermonde	2012	215	0	1	2	1	89.919.971	44.959.986	15.735.995	36	528.279.831	1	1	1	1	1	1	1	1	1	1	189.33	1	1	1	1	1
29	Dendermonde	2013	216	0	1	2	1	89.901.782	44.950.891	22.475.446	34	4.652.417.234	1	1	1	1	1	1	1	1	1	1	199.22	1	1	1	1	1
29	Dendermonde	2014	216	0	1	2	1	89.349.535	44.674.768	22.337.384	34	4.221.765.547	1	1	1	1	1	1	1	1	1	1	194.74	1	1	1	1	1
29	Dendermonde	2015	216	0	1	2	1	89.011.527	44.505.763	22.252.882	35	4.406.070.586	1	1	1	1	1	1	1	1	1	1	209.32	1	1	1	1	1
29	Dendermonde	2016	216	0	1	2	1	88.169.815	44.084.908	22.042.454	29	3.813.344.502	1	1	1	1	1	1	1	1	1	1	234.72	1	1	1	1	1
29	Dendermonde	2017	216	0	1	2	1	87.752.013	43.876.006	21.938.003	30	3.553.956.519	1	1	1	1	1	1	1	1	1	1	200.93	1	1	1	1	1
29	Dendermonde	2018	216	0	1	2	1	87.579.095	43.789.547	21.894.774	30	3.546.953.342	1	1	1	1	1	1	1	1	1	1	195.02	1	1	1	1	1
29	Dendermonde	2019	216	0	1	2	1	87.395.399	43.697.699	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	199.09	1	1	1	1	1
30	Puurs-Sint-Amands	2007	33	0	0	0	0	83.094.437	21.800.741	207.736.092	N/A	N/A	1	1	1	1	1	1	1	1	1	1	93.00	1	1	1	1	1
30	Puurs-Sint-Amands	2008	33	0	0	0	0	82.341.801	41.547.218	164.683.602	20	3.211.330.232	1	1	1	1	1	1	1	1	1	1	131.82	1	1	1	1	1
30	Puurs-Sint-Amands	2009	33	0	0	0	0	81.712.698	411.709	163.425.396	20	3.513.646.021	1	1	1	1	1	1	1	1	1	1	154.32	1	1	1	1	1
30	Puurs-Sint-Amands	2010	33	0	0	0	0	81.277.685	40.856.349	16.255.537	20	4.307.717.316	1	1	1	1	1	1	1	1	1	1	190.37	1	1	1	1	1
30	Puurs-Sint-Amands	2011	33	0	0	0	0	80.827.675	40.638.843	161.655.351	21	4.405.108.309	1	1	1	1	1	1	1	1	1	1	190.03	1	1	1	1	1
30	Puurs-Sint-Amands	2012	33	0	0	0	0	80.554.213	40.413.838	80.554.213	20	4.229.096.182	1	1	1	1	1	1	1	1	1	1	195.97	1	1	1	1	1
30	Puurs-Sint-Amands	2013	33	0	0	0	0	79.932.856	40.277.106	79.932.856	23	4.076.575.676	1	1	1	1	1	1	1	1	1	1	193.88	1	1	1	1	1
30	Puurs-Sint-Amands	2014	33	0	0	0	0	79.324.158	39.966.428	79.324.158	20	349.026.296	1	1	1	1	1	1	1	1	1	1	169.63	1	1	1	1	1
30	Puurs-Sint-Amands	2015	33	0	0	0	0	78.932.828	39.662.079	78.932.828	17	3.275.712.369	1	1	1	1	1	1	1	1	1	1	173.64	1	1	1	1	1
30	Puurs-Sint-Amands	2016	33	0	0	0	0	78.954.641	39.466.414	78.954.641	16	3.750.345.427	1	1	1	1	1	1	1	1	1	1	234.28	1	1	1	1	1
30	Puurs-Sint-Amands	2017	33	0	0	0	0	78.118.897	3.947.732	78.118.897	15	2.929.458.636	1	1	1	1	1	1	1	1	1	1	204.03	1	1	1	1	1
30	Puurs-Sint-Amands	2018	33	0	0	0	0	77.124.788	39.059.448	38.562.394	12	1.928.119.698	1	1	1	1	1	1	1	1	1	1	226.28	1	1	1	1	1
30	Puurs-Sint-Amands	2019	35	0	0	0	0	77.273.781	38.562.394	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	264.16	1	1	1	1	1
31	Bornem	2007	31	1	0	0	0	197.677.292	38.636.891	148.257.969	N/A	N/A	1	1	1	1	1	1	1	1	1	1	206.06	1	1	1	1	1
31	Bornem	2008	31	2	0	0	0	196.647.166	3.825.262	98.323.583	18	1.514.183.177	1	1	1	1	1	1	1	1	1	1	238.78	1	1	1	1	1
31	Bornem	2009	31	2	0	0	0	195.360.195	49.419.323	97.680.098	19	1.758.241.758	1	1	1	1	1	1	1	1	1	1	284.19	1	1	1	1	1
31	Bornem	2010	31	2	0	0	0	194.590.387	49.161.791	97.295.194	19	1.546.993.579	1	1	1	1	1	1	1	1	1	1	290.75	1	1	1	1	1
31	Bornem	2011	31	2	0	0	0	192.984.995	48.840.049	96.492.498	19	1.408.790.467	1	1	1	1	1	1	1	1	1	1	225.81	1	1	1	1	1
31	Bornem	2012	31	2	0	0	0	191.699.415	48.647.597	95.849.708	19	1.341.895.907	1	1	1	1	1	1	1	1	1	1	259.47	1	1	1	1	1
31	Bornem	2013	31	2	0	0	0	192.215.281	48.246.249	96.107.641	18	130.225.853	1	1	1	1	1	1	1	1	1	1	214.58	1	1	1	1	1
31	Bornem	2014	31	2	0	0	0	191.772.941	47.924.854	47.943.235	16	119.858.088	1	1	1	1	1	1	1	1	1	1	255.44	1	1	1	1	1
31	Bornem	2015	31	2	0	0	0	191.021.968	4.805.382	47.755.492	18	1.184.336.199	1	1	1	1	1	1	1	1	1	1	268.05	1	1	1	1	1
31	Bornem	2016	31	2	0	0	0	190.123.105	47.943.235	47.530.776	18	1.235.800.181	1	1	1	1	1	1	1	1	1	1	230.86	1	1	1	1	1
31	Bornem	2017	31	2	0	0	0	189.313.266	47.755.492	47.328.317	19	1.277.864.546	1	1	1	1	1	1	1	1	1	1	254.94	1	1	1	1	1
31	Bornem	2018	32	2	0	0	0	188.803.927	47.530.776	47.200.982	22	1.364.108.373	1	1	1	1	1	1	1	1	1	1	277.85	1	1	1	1	1
31	Bornem	2019	32	2	0	0	0	18.721.333	47.328.317	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	245.90	1	1	1	1	1
32	Berlare	2007	10	0	0	0	0	0	47.200.982	140.134.529	N/A	N/A	1	1	1	1	1	1	1	1	1	1	118.00	1	1	1	1	1
32	Berlare	2008	10	0	0	0	0	0	46.803.332	138.398.727	10	1.729.984.084	1	1	1	1	1	1	1	1	1	1	118.05	1	1	1	1	1
32	Berlare	2009	10	0	0	0	0	0	46.831.827	137.466.493	8	1.649.597.911	1	1	1	1	1	1	1	1	1	1	199.60	1	1	1	1	1
32	Berlare	2010	11	0	0	0	0	0	70.067.265	137.277.782	6	89.230.558	1	1	1	1	1	1	1	1	1	1	207.43	1	1	1	1	1
32	Berlare	2011	12	0	0	0	0	0	69.199.363	137.136.588	9	1.508.502.468	1	1	1	1	1	1	1	1	1	1	118.54	1	1	1	1	1
32	Berlare	2012	12	0	0	0	0	0	68.733.246	136.147.039	8	108.917.631	1	1	1	1	1	1	1	1	1	1	156.67	1	1	1	1	1
32	Berlare	2013	12	0	0	0	0	0	68.638.891	135.482.997	7	128.708.847	1	1	1	1	1	1	1	1	1	1	125.88	1	1	1	1	1
32	Berlare	2014	26	0	0	0	0	0	68.568.294	135.226.504	6	1.149.425.287	1	1	1	1	1	1	1	1	1	1	104.79	1	1	1	1	1
32	Berlare	2015	26	0	0	0	0	0	68.073.519	134.707.348	6	1.010.305.112	1	1	1	1	1	1	1	1	1	1	119.45	1	1	1	1	1
32	Berlare	2016	26	0	0	0	0	0	67.741.498	135.519.718	7	1.016.397.886	1	1	1	1	1	1	1	1	1	1	109.19	1	1	1	1	1
32	Berlare	2017	26	0	0	0	0	0	67.613.252	135.272.235	7	87.926.953	1	1	1	1	1	1	1	1	1	1	122.87	1	1	1	1	1
32	Berlare	2018	26	0	0	0	0	0	67.353.674	134.689.205	7	942.824.433	1	1	1	1	1	1	1	1	1	1	131.09	1	1	1	1	1
32	Berlare	2019	26	0	0	0	0	0	67.759.859	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	175.44	1	1	1	1	1
33	Aalst	2007	105	0	1	1	0	25.710.246	270.544.471	102.840.982	N/A	N/A	1	1	1	1	1	1	1	1	1	1	156.72	1	1	1	1	1
33	Aalst	2008	107	0	1	1	0	25.547.026	269.378.409	102.188.103	61	6.642.226.679	1	1	1	1	1	1	1	1	1	1	170.96	1	1	1	1	1
33	Aalst	2009	107	0	1	1	0	25.299.803	26.741.543	101.199.211	58	6.337.600.567	1	1	1	1	1	1	1	1	1	1	180.04	1	1	1	1	1
33	Aalst	2010	109	0	1	1	1	2.498.657	265.023.521	99.946.279	52	5.009.807.229	1	1	1	1	1	1	1	1	1	1	186.80	1	1	1	1	1
33	Aalst	2011	112	1	1	1	1	24.672.473	51.420.491	74.017.419	51	4.046.285.559	1	1	1	1	1	1	1	1	1	1	190.20	1	1	1	1	1
33	Aalst	2012	113	1	1	1	1	24.434.046	51.094.051	61.085.116	51	3.848.362.308	1	1	1	1	1	1	1	1	1	1	205.68	1	1	1	1	1
33	Aalst	2013	117	1	1	1	1	24.216.886	50.599.605	60.542.216	44	3.777.834.284	1	1	1	1	1	1	1	1	1	1	235.83	1	1	1	1	1
33	Aalst	2014	120	1	1	1	1	23.996.065	49.973.139	59.990.162	47	3.671.397.891	1	1	1	1	1	1	1	1	1	1	266.22	1	1	1	1	1
33	Aalst	2015	121	1	1	1	1	23.892.294	49.344.946	59.730.734	50	3.727.197.792	1	1	1	1	1	1	1	1	1	1	185.68	1	1	1	1	1
33	Aalst	2016	121	1	1	1	1	23.716.634	48.868.093	59.291.584	47	4.257.135.742	1	1	1	1	1	1	1	1	1	1	192.10	1	1	1	1	1
33	Aalst	2017	121	1	1	1	1	23.568.508	48.433.773	58.921.269	45	4.218.762.889	1	1	1	1	1	1	1	1	1	1	312.96	1	1	1	1	1
33	Aalst	2018	121	1	1	1	1	23.333.139	47.992.129	N/A	46	4.246.631.278	1	1	1	1	1	1	1	1	1	1	463.39	1	1	1	1	1
33	Aalst	2019	121	1	1	1	0	23.136.098	47.784.587	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	246.35	1	1	1	1	1
34	Denderleeuw	2007	5	0	0	0	0	0	0	57.165.723	N/A	N/A	1	1	1	1	1	1	1	1	1	1	146.85	1	1	1	1	1
34	Denderleeuw	2008	5	0	0	0	0	0	0	55.719.619	4	2.953.139.801	1	1	1	1	1	1	1	1	1	1	177.37	1	1	1	1	1
34	Denderleeuw	2009	5	0	0	0	0	0	0	54.716.568	4	2.298.095.863	1	1	1	1	1	1	1	1	1	1	112.35	1	1	1	1	1
34	Denderleeuw	2010	5	0	0	0	0	0	0	54.097.917	4	2.596.700.027	1	1	1	1	1	1	1	1	1	1	90.45	1	1	1	1	1
34	Denderleeuw	2011	5	0	0	0	0	0	0	53.016.647	4	2.650.832.361	1	1	1	1	1	1	1	1	1	1	86.14	1	1	1	1	1
34	Denderleeuw	2012	5	0	0	0	0	0	0	52.441.135	4	293.670.355	1	1	1	1	1	1	1	1	1	1	103.44	1	1	1	1	1
34	Denderleeuw	2013	5	0	0	0	0	0	0	52.067.062	5	2.395.084.869	1	1	1	1	1	1	1	1	1	1	98.92	1	1	1	1	1
34	Denderleeuw	2014	5	0	0	0	0	0	0	51.765.193	6	2.536.494.461	1	1	1	1	1	1	1	1	1	1	96.33	1	1	1	1	1
34	Denderleeuw	2015	5	0	0	0	0	0	0	51.135.201	6	2.607.895.275	1	1	1	1	1	1	1	1	1	1	89.69	1	1	1	1	1
34	Denderleeuw	2016	5	0	0	0	0	0	0	50.792.361	5	2.641.202.763	1	1	1	1	1	1	1	1	1	1	154.40	1	1	1	1	1
34	Denderleeuw	2017	5	0	0	0	0	0	0	5.041.339	5	1.159.507.965	1	1	1	1	1	1	1	1	1	1	136.64	1	1	1	1	1
34	Denderleeuw	2018	5	0	0	0	0	0	0	49.785.921	4	1.344.219.855	1	1	1	1	1	1	1	1	1	1	146.45	1	1	1	1	1
34	Denderleeuw	2019	5	0	0	0	0	0	0	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	183.11	1	1	1	1	1
35	Willebroek	2007	14	0	0	0	0	128.755.365	51.135.201	42.918.455	N/A	N/A	1	1	1	1	1	1	1	1	1	1	173.22	1	1	1	1	1
35	Willebroek	2008	14	1	0	0	0	126.796.281	50.792.361	42.265.427	13	4.480.135.249	1	1	1	1	1	1	1	1	1	1	130.50	1	1	1	1	1
35	Willebroek	2009	14	1	0	0	0	125.182.558	5.041.339	41.727.519	9	4.297.934.488	1	1	1	1	1	1	1	1	1	1	189.17	1	1	1	1	1
35	Willebroek	2010	14	1	0	0	0	123.946.455	49.785.921	41.315.485	10	4.172.863.989	1	1	1	1	1	1	1	1	1	1	166.92	1	1	1	1	1
35	Willebroek	2011	14	2	0	0	0	122.314.184	49.169.043	40.771.395	13	4.444.082.032	1	1	1	1	1	1	1	1	1	1	132.47	1	1	1	1	1
35	Willebroek	2012	14	2	0	0	0	120.845.921	48.659.433	40.281.974	13	4.269.889.225	1	1	1	1	1	1	1	1	1	1	133.73	1	1	1	1	1
35	Willebroek	2013	14	2	0	0	0	119.717.467	42.918.455	39.905.822	13	4.668.981.204	1	1	1	1	1	1	1	1	1	1	143.05	1	1	1	1	1
35	Willebroek	2014	14	2	0	0	0	118.450.665	42.265.427	39.483.555	14	4.974.927.943	1	1	1	1	1	1	1	1	1	1	137.15	1	1	1	1	1
35	Willebroek	2015	14	2	0	0	0	117.896.722	41.727.519	39.298.907	15	5.344.651.419	1	1	1	1	1	1	1	1	1	1	139.70	1	1	1	1	1
35	Willebroek	2016	14	2	0	0	0	116.527.481	41.315.485	N/A	14	5.049.524.179	1	1	1	1	1	1	1	1	1	1	181.02	1	1	1	1	1
35	Willebroek	2017	14	2	0	0	0	1.149.954	40.771.395	N/A	12	5.328.120.209	1	1	1	1	1	1	1	1	1	1	149.24	1	1	1	1	1
35	Willebroek	2018	14	2	0	0	0	114.403.386	40.281.974	N/A	13	5.720.169.317	1	1	1	1	1	1	1	1	1	1	162.30	1	1	1	1	1
35	Willebroek	2019	17	2	0	0	0	113.370.116	39.905.822	N/A	N/A	N/A	1	1	1	1	1	1	1	1	1	1	166.72	1	1	1	1	1
